standard_number,title,descriptive_title,year,id,source,detail_url,pdf_url
IS 19711 : Part 3,IS 19711 : Part 3 : 2026,IS 19711 : Part 3 : 2026,2026,55221,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19711+%3a+Part+3&id=55221,https://archive.org/search?query=title%3A%22IS%2019711%20%3A%20Part%203%22
IS 19712,IS 19712 : 2026,IS 19712 : 2026,2026,54385,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19712&id=54385,https://archive.org/search?query=title%3A%22IS%2019712%22
IS 19713,IS 19713 : 2026,IS 19713 : 2026,2026,54492,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19713&id=54492,https://archive.org/search?query=title%3A%22IS%2019713%22
IS 19714,IS 19714 : 2026,IS 19714 : 2026,2026,54706,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19714&id=54706,https://archive.org/search?query=title%3A%22IS%2019714%22
IS 19715,IS 19715 : 2026,IS 19715 : 2026,2026,54707,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19715&id=54707,https://archive.org/search?query=title%3A%22IS%2019715%22
IS 19716,IS 19716 : 2026,IS 19716 : 2026,2026,54708,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19716&id=54708,https://archive.org/search?query=title%3A%22IS%2019716%22
IS 19717,IS 19717 : 2026,IS 19717 : 2026,2026,54709,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19717&id=54709,https://archive.org/search?query=title%3A%22IS%2019717%22
IS 19718,IS 19718 : 2026,IS 19718 : 2026,2026,54710,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19718&id=54710,https://archive.org/search?query=title%3A%22IS%2019718%22
IS 19719,IS 19719 : 2026,IS 19719 : 2026,2026,54711,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19719&id=54711,https://archive.org/search?query=title%3A%22IS%2019719%22
IS 1972,IS 1972 : 1989,IS 1972 : 1989,1989,18849,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1972&id=18849,https://archive.org/search?query=title%3A%22IS%201972%22
IS 19720,IS 19720 : 2026,IS 19720 : 2026,2026,54493,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19720&id=54493,https://archive.org/search?query=title%3A%22IS%2019720%22
IS 19721,IS 19721 : 2026,IS 19721 : 2026,2026,54712,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19721&id=54712,https://archive.org/search?query=title%3A%22IS%2019721%22
IS 19722,IS 19722 : 2026,IS 19722 : 2026,2026,54713,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19722&id=54713,https://archive.org/search?query=title%3A%22IS%2019722%22
IS 19723,IS 19723 : 2026,IS 19723 : 2026,2026,54714,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19723&id=54714,https://archive.org/search?query=title%3A%22IS%2019723%22
IS 19724 : Part 1,IS 19724 : Part 1 : 2026,IS 19724 : Part 1 : 2026,2026,54715,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19724+%3a+Part+1&id=54715,https://archive.org/search?query=title%3A%22IS%2019724%20%3A%20Part%201%22
IS 19724 : Part 2,IS 19724 : Part 2 : 2026,IS 19724 : Part 2 : 2026,2026,54716,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19724+%3a+Part+2&id=54716,https://archive.org/search?query=title%3A%22IS%2019724%20%3A%20Part%202%22
IS 19725,IS 19725 : 2026,IS 19725 : 2026,2026,54494,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19725&id=54494,https://archive.org/search?query=title%3A%22IS%2019725%22
IS 19726,IS 19726 : 2026,IS 19726 : 2026,2026,55265,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19726&id=55265,https://archive.org/search?query=title%3A%22IS%2019726%22
IS 19727,IS 19727 : 2026,IS 19727 : 2026,2026,55051,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19727&id=55051,https://archive.org/search?query=title%3A%22IS%2019727%22
IS 19728,IS 19728 : 2026,IS 19728 : 2026,2026,55052,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19728&id=55052,https://archive.org/search?query=title%3A%22IS%2019728%22
IS 19729,IS 19729 : 2026,IS 19729 : 2026,2026,54717,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19729&id=54717,https://archive.org/search?query=title%3A%22IS%2019729%22
IS 1973,IS 1973 : 2026,IS 1973 : 2026,2026,55503,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1973&id=55503,https://archive.org/search?query=title%3A%22IS%201973%22
IS 1973 - (Active),IS 1973 - (Active) : 1999,IS 1973 - (Active) : 1999,1999,8600,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1973+-+(Active)&id=8600,https://archive.org/search?query=title%3A%22IS%201973%20-%20%28Active%29%22
IS 19730,IS 19730 : 2026,IS 19730 : 2026,2026,54910,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19730&id=54910,https://archive.org/search?query=title%3A%22IS%2019730%22
IS 19731,IS 19731 : 2026,IS 19731 : 2026,2026,54718,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19731&id=54718,https://archive.org/search?query=title%3A%22IS%2019731%22
IS 19732 : Part 1,IS 19732 : Part 1 : 2026,IS 19732 : Part 1 : 2026,2026,54911,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19732+%3a+Part+1&id=54911,https://archive.org/search?query=title%3A%22IS%2019732%20%3A%20Part%201%22
IS 19733,IS 19733 : 2026,IS 19733 : 2026,2026,55053,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19733&id=55053,https://archive.org/search?query=title%3A%22IS%2019733%22
IS 19734,IS 19734 : 2026,IS 19734 : 2026,2026,55190,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19734&id=55190,https://archive.org/search?query=title%3A%22IS%2019734%22
IS 19735,IS 19735 : 2026,IS 19735 : 2026,2026,55163,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19735&id=55163,https://archive.org/search?query=title%3A%22IS%2019735%22
IS 19736,IS 19736 : 2026,IS 19736 : 2026,2026,55164,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19736&id=55164,https://archive.org/search?query=title%3A%22IS%2019736%22
IS 19737,IS 19737 : 2026,IS 19737 : 2026,2026,55165,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19737&id=55165,https://archive.org/search?query=title%3A%22IS%2019737%22
IS 19738,IS 19738 : 2026,IS 19738 : 2026,2026,55054,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19738&id=55054,https://archive.org/search?query=title%3A%22IS%2019738%22
IS 1974,IS 1974 : 1982,IS 1974 : 1982,1982,8601,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1974&id=8601,https://archive.org/search?query=title%3A%22IS%201974%22
IS 19740,IS 19740 : 2026,IS 19740 : 2026,2026,55166,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19740&id=55166,https://archive.org/search?query=title%3A%22IS%2019740%22
IS 19741,IS 19741 : 2026,IS 19741 : 2026,2026,55193,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19741&id=55193,https://archive.org/search?query=title%3A%22IS%2019741%22
IS 19742,IS 19742 : 2026,IS 19742 : 2026,2026,55167,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19742&id=55167,https://archive.org/search?query=title%3A%22IS%2019742%22
IS 19743,IS 19743 : 2026,IS 19743 : 2026,2026,54719,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19743&id=54719,https://archive.org/search?query=title%3A%22IS%2019743%22
IS 19744,IS 19744 : 2026,IS 19744 : 2026,2026,55055,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19744&id=55055,https://archive.org/search?query=title%3A%22IS%2019744%22
IS 19745,IS 19745 : 2026,IS 19745 : 2026,2026,54720,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19745&id=54720,https://archive.org/search?query=title%3A%22IS%2019745%22
IS 19746,IS 19746 : 2026,IS 19746 : 2026,2026,54721,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19746&id=54721,https://archive.org/search?query=title%3A%22IS%2019746%22
IS 19747,IS 19747 : 2026,IS 19747 : 2026,2026,54722,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19747&id=54722,https://archive.org/search?query=title%3A%22IS%2019747%22
IS 19748,IS 19748 : 2026,IS 19748 : 2026,2026,54723,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19748&id=54723,https://archive.org/search?query=title%3A%22IS%2019748%22
IS 19749,IS 19749 : 2026,IS 19749 : 2026,2026,55125,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19749&id=55125,https://archive.org/search?query=title%3A%22IS%2019749%22
IS 1975,IS 1975 : 1984,IS 1975 : 1984,1984,8602,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1975&id=8602,https://archive.org/search?query=title%3A%22IS%201975%22
IS 1975 Amd. 1,IS 1975 Amd. 1 : 2007,IS 1975 Amd. 1 : 2007,2007,27326,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1975+Amd.+1&id=27326,https://archive.org/search?query=title%3A%22IS%201975%20Amd.%201%22
IS 19750,IS 19750 : 2026,IS 19750 : 2026,2026,54724,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19750&id=54724,https://archive.org/search?query=title%3A%22IS%2019750%22
IS 19751 : Part 1,IS 19751 : Part 1 : 2026,IS 19751 : Part 1 : 2026,2026,55319,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19751+%3a+Part+1&id=55319,https://archive.org/search?query=title%3A%22IS%2019751%20%3A%20Part%201%22
IS 19751 : Part 2,IS 19751 : Part 2 : 2026,IS 19751 : Part 2 : 2026,2026,55320,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19751+%3a+Part+2&id=55320,https://archive.org/search?query=title%3A%22IS%2019751%20%3A%20Part%202%22
IS 19751 : Part 3,IS 19751 : Part 3 : 2026,IS 19751 : Part 3 : 2026,2026,55321,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19751+%3a+Part+3&id=55321,https://archive.org/search?query=title%3A%22IS%2019751%20%3A%20Part%203%22
IS 19751 : Part 4,IS 19751 : Part 4 : 2026,IS 19751 : Part 4 : 2026,2026,55322,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19751+%3a+Part+4&id=55322,https://archive.org/search?query=title%3A%22IS%2019751%20%3A%20Part%204%22
IS 19751 : Part 5,IS 19751 : Part 5 : 2026,IS 19751 : Part 5 : 2026,2026,55323,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19751+%3a+Part+5&id=55323,https://archive.org/search?query=title%3A%22IS%2019751%20%3A%20Part%205%22
IS 19751 : Part 6,IS 19751 : Part 6 : 2026,IS 19751 : Part 6 : 2026,2026,55324,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19751+%3a+Part+6&id=55324,https://archive.org/search?query=title%3A%22IS%2019751%20%3A%20Part%206%22
IS 19751 : Part 7,IS 19751 : Part 7 : 2026,IS 19751 : Part 7 : 2026,2026,55325,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19751+%3a+Part+7&id=55325,https://archive.org/search?query=title%3A%22IS%2019751%20%3A%20Part%207%22
IS 19751 : Part 8,IS 19751 : Part 8 : 2026,IS 19751 : Part 8 : 2026,2026,55326,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19751+%3a+Part+8&id=55326,https://archive.org/search?query=title%3A%22IS%2019751%20%3A%20Part%208%22
IS 19752 : Part 1,IS 19752 : Part 1 : 2026,IS 19752 : Part 1 : 2026,2026,54725,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19752+%3a+Part+1&id=54725,https://archive.org/search?query=title%3A%22IS%2019752%20%3A%20Part%201%22
IS 19752 : Part 2,IS 19752 : Part 2 : 2026,IS 19752 : Part 2 : 2026,2026,54726,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19752+%3a+Part+2&id=54726,https://archive.org/search?query=title%3A%22IS%2019752%20%3A%20Part%202%22
IS 19754,IS 19754 : 2026,IS 19754 : 2026,2026,55056,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19754&id=55056,https://archive.org/search?query=title%3A%22IS%2019754%22
IS 19755,IS 19755 : 2026,IS 19755 : 2026,2026,55057,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19755&id=55057,https://archive.org/search?query=title%3A%22IS%2019755%22
IS 19756,IS 19756 : 2026,IS 19756 : 2026,2026,55168,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19756&id=55168,https://archive.org/search?query=title%3A%22IS%2019756%22
IS 19757,IS 19757 : 2026,IS 19757 : 2026,2026,55280,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19757&id=55280,https://archive.org/search?query=title%3A%22IS%2019757%22
IS 19758,IS 19758 : 2026,IS 19758 : 2026,2026,55058,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19758&id=55058,https://archive.org/search?query=title%3A%22IS%2019758%22
IS 1976,IS 1976 : 1976,IS 1976 : 1976,1976,8603,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1976&id=8603,https://archive.org/search?query=title%3A%22IS%201976%22
IS 19760,IS 19760 : 2026,IS 19760 : 2026,2026,54727,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19760&id=54727,https://archive.org/search?query=title%3A%22IS%2019760%22
IS 19762,IS 19762 : 2026,IS 19762 : 2026,2026,55362,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19762&id=55362,https://archive.org/search?query=title%3A%22IS%2019762%22
IS 19763,IS 19763 : 2026,IS 19763 : 2026,2026,55466,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19763&id=55466,https://archive.org/search?query=title%3A%22IS%2019763%22
IS 19764 : Part 2,IS 19764 : Part 2 : 2026,IS 19764 : Part 2 : 2026,2026,55059,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19764+%3a+Part+2&id=55059,https://archive.org/search?query=title%3A%22IS%2019764%20%3A%20Part%202%22
IS 19765,IS 19765 : 2026,IS 19765 : 2026,2026,54728,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19765&id=54728,https://archive.org/search?query=title%3A%22IS%2019765%22
IS 19766 : Part 1,IS 19766 : Part 1 : 2026,IS 19766 : Part 1 : 2026,2026,55060,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19766+%3a+Part+1&id=55060,https://archive.org/search?query=title%3A%22IS%2019766%20%3A%20Part%201%22
IS 19766 : Part 2,IS 19766 : Part 2 : 2026,IS 19766 : Part 2 : 2026,2026,55169,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19766+%3a+Part+2&id=55169,https://archive.org/search?query=title%3A%22IS%2019766%20%3A%20Part%202%22
IS 19767,IS 19767 : 2026,IS 19767 : 2026,2026,55061,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19767&id=55061,https://archive.org/search?query=title%3A%22IS%2019767%22
IS 19768,IS 19768 : 2026,IS 19768 : 2026,2026,55062,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19768&id=55062,https://archive.org/search?query=title%3A%22IS%2019768%22
IS 19769,IS 19769 : 2026,IS 19769 : 2026,2026,55063,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19769&id=55063,https://archive.org/search?query=title%3A%22IS%2019769%22
IS 1977,IS 1977 : 1996,IS 1977 : 1996,1996,18850,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1977&id=18850,https://archive.org/search?query=title%3A%22IS%201977%22
IS 19770,IS 19770 : 2026,IS 19770 : 2026,2026,54729,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19770&id=54729,https://archive.org/search?query=title%3A%22IS%2019770%22
IS 19773,IS 19773 : 2026,IS 19773 : 2026,2026,55064,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19773&id=55064,https://archive.org/search?query=title%3A%22IS%2019773%22
IS 19774,IS 19774 : 2026,IS 19774 : 2026,2026,55065,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19774&id=55065,https://archive.org/search?query=title%3A%22IS%2019774%22
IS 19775 : Part 1,IS 19775 : Part 1 : 2026,IS 19775 : Part 1 : 2026,2026,55222,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19775+%3a+Part+1&id=55222,https://archive.org/search?query=title%3A%22IS%2019775%20%3A%20Part%201%22
IS 19776,IS 19776 : 2026,IS 19776 : 2026,2026,55066,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19776&id=55066,https://archive.org/search?query=title%3A%22IS%2019776%22
IS 19777,IS 19777 : 2026,IS 19777 : 2026,2026,55067,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19777&id=55067,https://archive.org/search?query=title%3A%22IS%2019777%22
IS 19778,IS 19778 : 2026,IS 19778 : 2026,2026,55223,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19778&id=55223,https://archive.org/search?query=title%3A%22IS%2019778%22
IS 1978,IS 1978 : 1982,IS 1978 : 1982,1982,8604,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1978&id=8604,https://archive.org/search?query=title%3A%22IS%201978%22
IS 19780,IS 19780 : 2026,IS 19780 : 2026,2026,55068,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19780&id=55068,https://archive.org/search?query=title%3A%22IS%2019780%22
IS 19782,IS 19782 : 2026,IS 19782 : 2026,2026,55170,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19782&id=55170,https://archive.org/search?query=title%3A%22IS%2019782%22
IS 19783,IS 19783 : 2026,IS 19783 : 2026,2026,55467,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19783&id=55467,https://archive.org/search?query=title%3A%22IS%2019783%22
IS 19784,IS 19784 : 2026,IS 19784 : 2026,2026,55069,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19784&id=55069,https://archive.org/search?query=title%3A%22IS%2019784%22
IS 19787,IS 19787 : 2026,IS 19787 : 2026,2026,55171,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19787&id=55171,https://archive.org/search?query=title%3A%22IS%2019787%22
IS 19788,IS 19788 : 2026,IS 19788 : 2026,2026,55126,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19788&id=55126,https://archive.org/search?query=title%3A%22IS%2019788%22
IS 19789,IS 19789 : 2026,IS 19789 : 2026,2026,55097,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19789&id=55097,https://archive.org/search?query=title%3A%22IS%2019789%22
IS 1979,IS 1979 : 1985,IS 1979 : 1985,1985,8605,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1979&id=8605,https://archive.org/search?query=title%3A%22IS%201979%22
IS 19790,IS 19790 : 2026,IS 19790 : 2026,2026,55194,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19790&id=55194,https://archive.org/search?query=title%3A%22IS%2019790%22
IS 19791,IS 19791 : 2026,IS 19791 : 2026,2026,55098,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19791&id=55098,https://archive.org/search?query=title%3A%22IS%2019791%22
IS 19792,IS 19792 : 2026,IS 19792 : 2026,2026,55412,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19792&id=55412,https://archive.org/search?query=title%3A%22IS%2019792%22
IS 19793,IS 19793 : 2026,IS 19793 : 2026,2026,55070,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+19793&id=55070,https://archive.org/search?query=title%3A%22IS%2019793%22
